# q/kF, int w**0 * S(q; w) dw
1.000000000000000056e-01,2.207993657303042399e-03
1.058116232464929862e-01,2.035187495393524313e-03
1.116232464929859808e-01,1.737510478201128054e-03
1.174348697394789476e-01,1.569213912748963291e-03
1.232464929859719560e-01,1.561680489951802189e-03
1.290581162324649367e-01,1.713605304861762126e-03
1.348697394789579174e-01,2.031121916745363531e-03
1.406813627254508980e-01,2.490824641235996582e-03
1.464929859719438787e-01,2.967003701399759628e-03
1.523046092184368872e-01,3.269704337617585378e-03
1.581162324649298678e-01,3.367497954316892982e-03
1.639278557114228763e-01,3.416347935002470547e-03
1.697394789579158292e-01,3.560699511688191019e-03
1.755511022044088376e-01,3.844385903234077018e-03
1.813627254509018183e-01,4.218021941593736758e-03
1.871743486973947990e-01,4.578395927210081144e-03
1.929859719438877796e-01,4.859360827726819446e-03
1.987975951903807603e-01,5.093509907983355574e-03
2.046092184368737132e-01,5.355915572489581937e-03
2.104208416833667217e-01,5.678693230553722229e-03
2.162324649298597301e-01,6.033482616800603382e-03
2.220440881763527108e-01,6.377576278050104894e-03
2.278557114228456915e-01,6.704349879485347469e-03
2.336673346693386721e-01,7.039227290254224632e-03
2.394789579158316528e-01,7.398886562945634036e-03
2.452905811623246612e-01,7.774663835235899774e-03
2.511022044088176419e-01,8.152833923750907319e-03
2.569138276553106226e-01,8.534100320414012356e-03
2.627254509018036033e-01,8.926833698854131152e-03
2.685370741482965840e-01,9.332557118137706220e-03
2.743486973947896201e-01,9.746852712817317618e-03
2.801603206412826008e-01,1.016836193308763223e-02
2.859719438877755815e-01,1.059940621358924744e-02
2.917835671342686177e-01,1.104080394594830067e-02
2.975951903807615428e-01,1.149138487760033127e-02
3.034068136272545235e-01,1.195086365302678102e-02
3.092184368737475042e-01,1.241989859641353354e-02
3.150300601202404849e-01,1.289857209648377460e-02
3.208416833667334656e-01,1.338660930082413540e-02
3.266533066132264462e-01,1.388409553919827191e-02
3.324649298597194269e-01,1.439118778956367979e-02
3.382765531062124076e-01,1.490785603296800044e-02
3.440881763527053883e-01,1.543410557994890492e-02
3.498997995991983689e-01,1.597001162402692659e-02
3.557114228456913496e-01,1.651560534769811253e-02
3.615230460921843303e-01,1.707091070416832598e-02
3.673346693386773110e-01,1.763597485899331269e-02
3.731462925851702916e-01,1.821083686139227803e-02
3.789579158316632723e-01,1.879553296659752445e-02
3.847695390781563640e-01,1.939010587872301225e-02
3.905811623246493447e-01,1.999459671164517671e-02
3.963927855711423254e-01,2.060904740258169901e-02
4.022044088176353061e-01,2.123350106586524566e-02
4.080160320641282867e-01,2.186800206897844198e-02
4.138276553106212674e-01,2.251259469724569209e-02
4.196392785571142481e-01,2.316732508857508727e-02
4.254509018036072288e-01,2.383223976579336087e-02
