# q/kF, int w**1 * S(q; w) dw
1.000000000000000021e-02,1.009042638830606164e-14
2.000000000000000042e-02,6.462903038724767714e-13
2.999999999999999889e-02,7.371807736359403334e-12
4.000000000000000083e-02,4.149615350093621159e-11
5.000000000000000278e-02,1.586599775379228977e-10
6.000000000000000472e-02,4.752153310907919266e-10
6.999999999999999278e-02,1.202586107400730428e-09
8.000000000000000167e-02,2.690409709510168631e-09
8.999999999999999667e-02,5.479129729091242129e-09
9.999999999999999167e-02,1.036209253313121408e-08
1.100000000000000006e-01,1.846243729553696578e-08
1.199999999999999956e-01,3.131016283909497714e-08
1.300000000000000044e-01,5.095231531195788324e-08
1.400000000000000133e-01,8.005664489661988964e-08
1.500000000000000222e-01,1.220477353248000779e-07
1.600000000000000033e-01,1.812405460200809499e-07
1.700000000000000122e-01,2.630391960094122831e-07
1.800000000000000211e-01,3.740610653105600255e-07
1.900000000000000300e-01,5.224706671287428439e-07
2.000000000000000111e-01,7.180427700517829149e-07
2.100000000000000200e-01,9.725467871241345859e-07
2.200000000000000011e-01,1.300145832561674191e-06
2.300000000000000100e-01,1.717324743543190928e-06
2.400000000000000189e-01,2.243928810209236541e-06
2.500000000000000000e-01,2.902928652446871232e-06
2.600000000000000089e-01,3.721181661797159558e-06
2.700000000000000178e-01,4.729977034985860742e-06
2.800000000000000266e-01,5.965414487841515610e-06
2.900000000000000355e-01,7.469787429430479156e-06
2.999999999999999889e-01,9.290651938699137372e-06
3.099999999999999978e-01,1.148342222077218293e-05
3.200000000000000067e-01,1.411059346272050004e-05
3.300000000000000155e-01,1.724579981287318665e-05
3.400000000000000244e-01,2.096918723989058304e-05
3.500000000000000333e-01,2.537441589899154054e-05
3.600000000000000422e-01,3.056729407003420685e-05
3.699999999999999400e-01,3.666593229729979425e-05
3.800000000000000600e-01,4.380573553271273785e-05
3.900000000000000133e-01,5.213721073554941182e-05
4.000000000000000222e-01,6.183338630562187942e-05
4.100000000000000311e-01,7.308313132961370630e-05
4.200000000000000400e-01,8.610103220998619172e-05
4.299999999999999933e-01,1.011257753785096405e-04
4.400000000000000022e-01,1.184344911745634357e-04
4.500000000000000111e-01,1.383178855313909694e-04
4.600000000000000200e-01,1.611163565058552395e-04
4.700000000000000289e-01,1.871942430881878817e-04
4.800000000000000377e-01,2.169824555924301595e-04
4.899999999999999911e-01,2.509350029521334197e-04
5.000000000000000000e-01,2.895631469145098060e-04
5.100000000000000089e-01,3.334350220949547534e-04
5.200000000000000178e-01,3.831921552158383103e-04
5.300000000000000266e-01,4.395426127820621946e-04
5.400000000000000355e-01,5.032359912295711769e-04
5.500000000000000444e-01,5.751592396131196020e-04
5.600000000000000533e-01,6.562434366007426859e-04
5.700000000000000622e-01,7.475755778464847432e-04
5.800000000000000711e-01,8.502707206579811824e-04
5.899999999999999689e-01,9.656286344020470133e-04
